3696,NUWAKOT,Tadi,Gaunpalika,1
3703,NUWAKOT,Belkotgadhi,Nagarpalika,1
3713,KATHMANDU,Kathmandu,Mahanagarpalika,1
3744,KATHMANDU,Gokarneshwor,Nagarpalika,1
3757,KATHMANDU,Nagarjun,Nagarpalika,1
3760,KATHMANDU,Chandragiri,Nagarpalika,1
3773,KATHMANDU,Tokha,Nagarpalika,1
3793,KATHMANDU,Tarakeshwor,Nagarpalika,1
3795,KATHMANDU,Kirtipur,Nagarpalika,1
3806,KATHMANDU,Budhanilakantha,Nagarpalika,1
3818,KATHMANDU,Dakshinkali,Nagarpalika,1
3827,KATHMANDU,Shankharapur,Nagarpalika,1
3840,KATHMANDU,Kageshwori Manahora,Nagarpalika,1
3847,KASKI,Annapurna,Gaunpalika,1
3862,KASKI,Rupa,Gaunpalika,1
3869,KASKI,Madi,Gaunpalika,1
3887,KASKI,Pokhara Lekhnath,Mahanagarpalika,1
3914,KASKI,Machhapuchchhre,Gaunpalika,1
3929,DANG,Lamahi,Nagarpalika,1
3939,DANG,Banglachuli,Gaunpalika,1
3942,DANG,Shantinagar,Gaunpalika,1
3953,DANG,Dangisharan,Gaunpalika,1
3968,DANG,Tulsipur,Upamahanagarpalika,1
3975,DANG,Babai,Gaunpalika,1
3976,DANG,Ghorahi,Upamahanagarpalika,1
3997,DANG,Rajpur,Gaunpalika,1
4007,DANG,Gadhawa,Gaunpalika,1
4013,DANG,Rapti,Gaunpalika,1
4030,RAUTAHAT,Katahariya,Nagarpalika,1
4033,RAUTAHAT,Brindaban,Nagarpalika,1
4046,RAUTAHAT,Garuda,Nagarpalika,1
4055,RAUTAHAT,Chandrapur,Nagarpalika,1
4058,RAUTAHAT,Rajpur,Nagarpalika,1
4064,RAUTAHAT,Gujara,Nagarpalika,1
4088,RAUTAHAT,Baudhimai,Nagarpalika,1
4093,RAUTAHAT,Ishanath,Nagarpalika,1
4110,RAUTAHAT,Dewahhi Gonahi,Nagarpalika,1
4111,RAUTAHAT,Gadhimai,Nagarpalika,1
4115,RAUTAHAT,Yemunamai,Gaunpalika,1
4119,RAUTAHAT,Durga Bhagwati,Gaunpalika,1
4133,RAUTAHAT,Madhav Narayan,Nagarpalika,1
4135,RAUTAHAT,Gaur,Nagarpalika,1
4145,RAUTAHAT,Rajdevi,Nagarpalika,1
4153,RAUTAHAT,Paroha,Nagarpalika,1
4168,RAUTAHAT,Phatuwa Bijayapur,Nagarpalika,1
4176,RAUTAHAT,Maulapur,Nagarpalika,1
4190,RUPANDEHI,Rohini,Gaunpalika,1
4196,RUPANDEHI,Lumbini Sanskritik,Nagarpalika,1
4202,RUPANDEHI,Siyari,Gaunpalika,1
4212,RUPANDEHI,Mayadevi,Gaunpalika,1
4216,RUPANDEHI,Kanchan,Gaunpalika,1
4224,RUPANDEHI,Gaidahawa,Gaunpalika,1
4228,RUPANDEHI,Sammarimai,Gaunpalika,1
4230,RUPANDEHI,Devdaha,Nagarpalika,1
4235,RUPANDEHI,Sudhdhodhan,Gaunpalika,1
4248,RUPANDEHI,Omsatiya,Gaunpalika,1
4265,RUPANDEHI,Marchawari,Gaunpalika,1
4266,RUPANDEHI,Siddharthanagar,Nagarpalika,1
4283,RUPANDEHI,Kotahimai,Gaunpalika,1
4299,RUPANDEHI,Sainamaina,Nagarpalika,1
4302,RUPANDEHI,Butwal,Upamahanagarpalika,1
4324,RUPANDEHI,Tillotama,Nagarpalika,1
4349,SAPTARI,Kanchanrup,Nagarpalika,1
4363,SAPTARI,Hanumannagar Kankalini,Nagarpalika,1
4367,SAPTARI,Chhinnamasta,Gaunpalika,1
4378,SAPTARI,Bode Barsain,Nagarpalika,1
4398,SAPTARI,Agnisair Krishna Savaran,Gaunpalika,1
4399,SAPTARI,Belhi Chapena,Gaunpalika,1
4404,SAPTARI,Dakneshwori,Nagarpalika,1
4411,SAPTARI,Shambhunath,Nagarpalika,1
4424,SAPTARI,Balan Bihul,Gaunpalika,1
4433,SAPTARI,Rupani,Gaunpalika,1
4439,SAPTARI,Mahadeva,Gaunpalika,1
4442,SAPTARI,Saptakoshi,Gaunpalika,1
4448,SAPTARI,Surunga,Nagarpalika,1
4452,SAPTARI,Rajbiraj,Nagarpalika,1
4467,SAPTARI,Khadak,Nagarpalika,1
4473,SAPTARI,Tilathi Koiladi,Gaunpalika,1
4474,SAPTARI,Tirahut,Gaunpalika,1
4486,SAPTARI,Bishnupur,Gaunpalika,1
4508,SIRAHA,Kalyanpur,Nagarpalika,1
4510,SIRAHA,Bhagawanpur,Gaunpalika,1
4513,SIRAHA,Bishnupur,Gaunpalika,1
4516,SIRAHA,Naraha,Gaunpalika,1
4520,SIRAHA,Aurahi,Gaunpalika,1
4526,SIRAHA,Bariyarpatti,Gaunpalika,1
4533,SIRAHA,Sakhuwanankarkatti,Gaunpalika,1
